date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:41:19	2570/2570	---MCZ	200	added ('OK')	image/png	date:Thu,%2026%20Sep%202019%2008:19:48%20GMT	https://www.autel.com/r/cms/www/default/atImg/account.png	/tmp/autelsite/www.autel.com/r/cms/www/default/atImg/account.png	(from https://www.autel.com/)
21:41:20	6178/6178	---MCZ	200	added ('OK')	image/png	date:Wed,%2009%20Oct%202019%2011:51:00%20GMT	https://www.autel.com/r/cms/www/default/atImg/arrow_down2.png	/tmp/autelsite/www.autel.com/r/cms/www/default/atImg/arrow_down2.png	(from https://www.autel.com/)
21:41:20	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2027%20Dec%202020%2019:41:21%20GMT	https://www.autel.com/jp	/tmp/autelsite/www.autel.com/jp	(from https://www.autel.com/)
21:41:21	38707/38707	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Dec%202020%2019:41:22%20GMT	https://www.autel.com/jp/	/tmp/autelsite/www.autel.com/jp/index.html	(from https://www.autel.com/)
21:41:22	45080/45080	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Dec%202020%2019:41:23%20GMT	https://www.autel.com/c/www/diagnostictools.jhtml	/tmp/autelsite/www.autel.com/c/www/diagnostictools.html	(from https://www.autel.com/)
21:41:22	39743/39743	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Dec%202020%2019:41:23%20GMT	https://www.autel.com/es/	/tmp/autelsite/www.autel.com/es/index.html	(from https://www.autel.com/)
21:41:22	1692/1692	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Oct%202019%2011:31:32%20GMT	https://www.autel.com/u/cms/www/201910/21050209kxgx.png	/tmp/autelsite/www.autel.com/u/cms/www/201910/21050209kxgx.png	(from https://www.autel.com/)
21:41:24	2351/2351	---MCZ	200	added ('OK')	image/png	date:Thu,%2024%20Oct%202019%2011:31:32%20GMT	https://www.autel.com/u/cms/www/201910/21050220clf1.png	/tmp/autelsite/www.autel.com/u/cms/www/201910/21050220clf1.png	(from https://www.autel.com/)
21:41:24	1474/1474	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Oct%202019%2011:31:32%20GMT	https://www.autel.com/u/cms/www/201910/21050310okn4.png	/tmp/autelsite/www.autel.com/u/cms/www/201910/21050310okn4.png	(from https://www.autel.com/)
21:41:26	33301/33301	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Dec%202020%2019:41:27%20GMT	https://www.autel.com/c/www/specialtool.jhtml	/tmp/autelsite/www.autel.com/c/www/specialtool.html	(from https://www.autel.com/)
21:41:26	1830/1830	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Oct%202019%2011:31:32%20GMT	https://www.autel.com/u/cms/www/201910/21050249eyrl.png	/tmp/autelsite/www.autel.com/u/cms/www/201910/21050249eyrl.png	(from https://www.autel.com/)
21:41:28	28953/28953	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Dec%202020%2019:41:29%20GMT	https://www.autel.com/c/www/immotool.jhtml	/tmp/autelsite/www.autel.com/c/www/immotool.html	(from https://www.autel.com/)
21:41:28	1861/1861	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Oct%202019%2011:31:32%20GMT	https://www.autel.com/u/cms/www/201910/21050241n3id.png	/tmp/autelsite/www.autel.com/u/cms/www/201910/21050241n3id.png	(from https://www.autel.com/)
21:41:30	32964/32964	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Dec%202020%2019:41:31%20GMT	https://www.autel.com/c/www/support/3132.jhtml	/tmp/autelsite/www.autel.com/c/www/support/3132.html	(from https://www.autel.com/)
21:41:30	1950/1950	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Oct%202019%2011:31:32%20GMT	https://www.autel.com/u/cms/www/201910/21050913f2k6.png	/tmp/autelsite/www.autel.com/u/cms/www/201910/21050913f2k6.png	(from https://www.autel.com/)
21:41:31	1560/1560	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Oct%202019%2011:31:32%20GMT	https://www.autel.com/u/cms/www/201910/21050935uc0y.png	/tmp/autelsite/www.autel.com/u/cms/www/201910/21050935uc0y.png	(from https://www.autel.com/)
21:41:33	357270/357270	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Dec%202020%2019:41:34%20GMT	https://www.autel.com/faqs.jhtml	/tmp/autelsite/www.autel.com/faqs.html	(from https://www.autel.com/)
21:41:33	1764/1764	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Oct%202019%2011:31:32%20GMT	https://www.autel.com/u/cms/www/201910/21050951sf9a.png	/tmp/autelsite/www.autel.com/u/cms/www/201910/21050951sf9a.png	(from https://www.autel.com/)
21:41:35	37636/37636	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Dec%202020%2019:41:35%20GMT	https://www.autel.com/updateInfo.jhtml	/tmp/autelsite/www.autel.com/updateInfo.html	(from https://www.autel.com/)
21:41:35	1729/1729	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Oct%202019%2011:31:32%20GMT	https://www.autel.com/u/cms/www/201910/21051012ql57.png	/tmp/autelsite/www.autel.com/u/cms/www/201910/21051012ql57.png	(from https://www.autel.com/)
21:41:37	87329/87329	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Dec%202020%2019:41:38%20GMT	https://www.autel.com/download.jhtml	/tmp/autelsite/www.autel.com/download.html	(from https://www.autel.com/)
21:41:37	1570/1570	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Oct%202019%2011:31:32%20GMT	https://www.autel.com/u/cms/www/201910/21051026qd6a.png	/tmp/autelsite/www.autel.com/u/cms/www/201910/21051026qd6a.png	(from https://www.autel.com/)
21:41:38	1763/1763	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Oct%202019%2011:31:32%20GMT	https://www.autel.com/u/cms/www/201910/210510393jl5.png	/tmp/autelsite/www.autel.com/u/cms/www/201910/210510393jl5.png	(from https://www.autel.com/)
21:41:40	32865/32865	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Dec%202020%2019:41:40%20GMT	https://www.autel.com/c/www/support/3105.jhtml	/tmp/autelsite/www.autel.com/c/www/support/3105.html	(from https://www.autel.com/)
21:41:40	1808/1808	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Oct%202019%2011:31:32%20GMT	https://www.autel.com/u/cms/www/201910/21051055fyrg.png	/tmp/autelsite/www.autel.com/u/cms/www/201910/21051055fyrg.png	(from https://www.autel.com/)
21:41:42	45438/45438	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Dec%202020%2019:41:42%20GMT	https://www.autel.com/vehicle-coverage/coverage2	/tmp/autelsite/www.autel.com/vehicle-coverage/coverage2.html	(from https://www.autel.com/)
21:41:43	2513/2513	---MCZ	200	added ('OK')	image/png	date:Thu,%2024%20Oct%202019%2011:31:32%20GMT	https://www.autel.com/u/cms/www/201910/210511105k4s.png	/tmp/autelsite/www.autel.com/u/cms/www/201910/210511105k4s.png	(from https://www.autel.com/)
21:41:44	34491/34491	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Dec%202020%2019:41:45%20GMT	https://www.autel.com/c/www/about/3092.jhtml	/tmp/autelsite/www.autel.com/c/www/about/3092.html	(from https://www.autel.com/)
21:41:44	1729/1729	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Oct%202019%2011:31:32%20GMT	https://www.autel.com/u/cms/www/201910/2105112407fy.png	/tmp/autelsite/www.autel.com/u/cms/www/201910/2105112407fy.png	(from https://www.autel.com/)
21:41:46	31832/31832	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Dec%202020%2019:41:46%20GMT	https://www.autel.com/c/www/about/3102.jhtml	/tmp/autelsite/www.autel.com/c/www/about/3102.html	(from https://www.autel.com/)
21:41:46	1593/1593	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Oct%202019%2011:31:32%20GMT	https://www.autel.com/u/cms/www/201910/21051139s4f1.png	/tmp/autelsite/www.autel.com/u/cms/www/201910/21051139s4f1.png	(from https://www.autel.com/)
21:41:48	32454/32454	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Dec%202020%2019:41:49%20GMT	https://www.autel.com/c/www/about/3103.jhtml	/tmp/autelsite/www.autel.com/c/www/about/3103.html	(from https://www.autel.com/)
21:41:48	1882/1882	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Oct%202019%2011:31:32%20GMT	https://www.autel.com/u/cms/www/201910/210512050yis.png	/tmp/autelsite/www.autel.com/u/cms/www/201910/210512050yis.png	(from https://www.autel.com/)
21:41:50	31533/31533	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Dec%202020%2019:41:51%20GMT	https://www.autel.com/c/www/support/3108.jhtml	/tmp/autelsite/www.autel.com/c/www/support/3108.html	(from https://www.autel.com/)
21:41:50	77172/77172	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Dec%202020%2021:07:03%20GMT	https://www.autel.com/u/cms/www/202012/232107035qmq.jpg	/tmp/autelsite/www.autel.com/u/cms/www/202012/232107035qmq.jpg	(from https://www.autel.com/)
21:41:52	118855/118855	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Dec%202020%2021:06:30%20GMT	https://www.autel.com/u/cms/www/202012/23210630d6z0.jpg	/tmp/autelsite/www.autel.com/u/cms/www/202012/23210630d6z0.jpg	(from https://www.autel.com/)
21:41:53	308815/308815	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Nov%202020%2012:05:38%20GMT	https://www.autel.com/u/cms/www/202011/19120538j08v.jpg	/tmp/autelsite/www.autel.com/u/cms/www/202011/19120538j08v.jpg	(from https://www.autel.com/)
21:41:54	447450/447450	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Nov%202020%2009:35:03%20GMT	https://www.autel.com/u/cms/www/202011/19093503gbko.jpg	/tmp/autelsite/www.autel.com/u/cms/www/202011/19093503gbko.jpg	(from https://www.autel.com/)
21:41:54	57811/57811	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202020%2000:57:41%20GMT	https://www.autel.com/u/cms/www/202009/22005741g0wu.jpg	/tmp/autelsite/www.autel.com/u/cms/www/202009/22005741g0wu.jpg	(from https://www.autel.com/)
21:41:55	89539/89539	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Sep%202020%2013:57:20%20GMT	https://www.autel.com/u/cms/www/202009/21135720f0gs.jpg	/tmp/autelsite/www.autel.com/u/cms/www/202009/21135720f0gs.jpg	(from https://www.autel.com/)
21:41:56	115836/115836	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2010:49:02%20GMT	https://www.autel.com/u/cms/www/202006/20104902y621.jpg	/tmp/autelsite/www.autel.com/u/cms/www/202006/20104902y621.jpg	(from https://www.autel.com/)
21:41:57	59939/59939	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Sep%202020%2009:39:48%20GMT	https://www.autel.com/u/cms/www/202006/220156371u36.jpg	/tmp/autelsite/www.autel.com/u/cms/www/202006/220156371u36.jpg	(from https://www.autel.com/)
21:41:59	54714/54714	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Dec%202020%2019:42:00%20GMT	https://www.autel.com/c/www/mk3/3525.jhtml	/tmp/autelsite/www.autel.com/c/www/mk3/3525.html	(from https://www.autel.com/)
21:42:00	160011/160011	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Jun%202020%2001:57:44%20GMT	https://www.autel.com/u/cms/www/202006/22015744blur.jpg	/tmp/autelsite/www.autel.com/u/cms/www/202006/22015744blur.jpg	(from https://www.autel.com/)
21:42:00	90479/90479	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Sep%202020%2009:39:48%20GMT	https://www.autel.com/u/cms/www/202006/20144519sgl9.jpg	/tmp/autelsite/www.autel.com/u/cms/www/202006/20144519sgl9.jpg	(from https://www.autel.com/)
21:42:02	58360/58360	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Dec%202020%2019:42:03%20GMT	https://www.autel.com/c/www/mk3/3524.jhtml	/tmp/autelsite/www.autel.com/c/www/mk3/3524.html	(from https://www.autel.com/)
21:42:03	133674/133674	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2006:26:02%20GMT	https://www.autel.com/u/cms/www/201911/15062602zdjb.jpg	/tmp/autelsite/www.autel.com/u/cms/www/201911/15062602zdjb.jpg	(from https://www.autel.com/)
21:42:03	84366/84366	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Sep%202020%2009:40:07%20GMT	https://www.autel.com/u/cms/www/201911/15062558gq9t.jpg	/tmp/autelsite/www.autel.com/u/cms/www/201911/15062558gq9t.jpg	(from https://www.autel.com/)
21:42:04	42997/42997	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Oct%202019%2002:00:54%20GMT	https://www.autel.com/u/cms/www/201910/2902005435zg.jpg	/tmp/autelsite/www.autel.com/u/cms/www/201910/2902005435zg.jpg	(from https://www.autel.com/)
21:42:05	47003/47003	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Oct%202019%2002:00:48%20GMT	https://www.autel.com/u/cms/www/201910/29020048nbko.jpg	/tmp/autelsite/www.autel.com/u/cms/www/201910/29020048nbko.jpg	(from https://www.autel.com/)
21:42:07	117751/117751	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2006:41:06%20GMT	https://www.autel.com/u/cms/www/201911/150641061mpb.jpg	/tmp/autelsite/www.autel.com/u/cms/www/201911/150641061mpb.jpg	(from https://www.autel.com/)
21:42:07	75314/75314	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Sep%202020%2009:40:07%20GMT	https://www.autel.com/u/cms/www/201911/1506410132qd.jpg	/tmp/autelsite/www.autel.com/u/cms/www/201911/1506410132qd.jpg	(from https://www.autel.com/)
21:42:09	50625/50625	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Dec%202020%2019:42:10%20GMT	https://www.autel.com/immotool1/3250.jhtml	/tmp/autelsite/www.autel.com/immotool1/3250.html	(from https://www.autel.com/)
21:42:09	35572/35572	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Dec%202020%2017:13:16%20GMT	https://www.autel.com/u/cms/www/202012/02171316w3bf.jpg	/tmp/autelsite/www.autel.com/u/cms/www/202012/02171316w3bf.jpg	(from https://www.autel.com/)
21:42:11	60103/60103	---MCZ	200	added ('OK')	image/png	date:Wed,%2022%20Jul%202020%2003:05:16%20GMT	https://www.autel.com/u/cms/www/202007/22030516thtw.png	/tmp/autelsite/www.autel.com/u/cms/www/202007/22030516thtw.png	(from https://www.autel.com/)
21:42:12	48203/48203	---MCZ	200	added ('OK')	image/png	date:Tue,%2029%20Oct%202019%2009:07:04%20GMT	https://www.autel.com/u/cms/www/201910/29090704yvul.png	/tmp/autelsite/www.autel.com/u/cms/www/201910/29090704yvul.png	(from https://www.autel.com/)
21:42:13	77386/77386	---MCZ	200	added ('OK')	image/png	date:Fri,%2001%20Nov%202019%2011:46:19%20GMT	https://www.autel.com/u/cms/www/201911/01114619mhbx.png	/tmp/autelsite/www.autel.com/u/cms/www/201911/01114619mhbx.png	(from https://www.autel.com/)
21:42:14	27481/27481	---MCZ	200	added ('OK')	image/png	date:Mon,%2021%20Sep%202020%2009:40:50%20GMT	https://www.autel.com/u/cms/www/201910/16011254itz2.png	/tmp/autelsite/www.autel.com/u/cms/www/201910/16011254itz2.png	(from https://www.autel.com/)
21:42:15	138648/138648	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Nov%202020%2019:50:55%20GMT	https://www.autel.com/r/cms/www/default/atImg/new_product2.jpg	/tmp/autelsite/www.autel.com/r/cms/www/default/atImg/new_product2.jpg	(from https://www.autel.com/)
21:42:16	26148/26148	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Nov%202020%2022:26:34%20GMT	https://www.autel.com/u/cms/www/202011/13222634okft.jpg	/tmp/autelsite/www.autel.com/u/cms/www/202011/13222634okft.jpg	(from https://www.autel.com/)
21:42:18	29725/29725	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Dec%202020%2019:42:19%20GMT	https://www.autel.com/news/3512.jhtml	/tmp/autelsite/www.autel.com/news/3512.html	(from https://www.autel.com/)
21:42:19	20154/20154	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Apr%202020%2008:35:36%20GMT	https://www.autel.com/u/cms/www/202004/30083536qbzn.jpg	/tmp/autelsite/www.autel.com/u/cms/www/202004/30083536qbzn.jpg	(from https://www.autel.com/)
21:42:19	30444/30444	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Dec%202020%2019:42:20%20GMT	https://www.autel.com/news/3455.jhtml	/tmp/autelsite/www.autel.com/news/3455.html	(from https://www.autel.com/)
21:42:20	33777/33777	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Oct%202019%2009:50:14%20GMT	https://www.autel.com/u/cms/www/201910/29095014ptpl.jpg	/tmp/autelsite/www.autel.com/u/cms/www/201910/29095014ptpl.jpg	(from https://www.autel.com/)
21:42:22	27387705/27387705	---M--	200	added ('OK')	video/mp4	date:Thu,%2031%20Oct%202019%2000:44:57%20GMT	https://www.autel.com/r/cms/www/default/atImg/MA600-1080P.mp4	/tmp/autelsite/www.autel.com/r/cms/www/default/atImg/MA600-1080P.mp4	(from https://www.autel.com/)
21:42:22	42416/42416	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Dec%202020%2019:42:22%20GMT	https://www.autel.com/c/www/legal/3113.jhtml	/tmp/autelsite/www.autel.com/c/www/legal/3113.html	(from https://www.autel.com/)
21:42:23	44113/44113	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Dec%202020%2019:42:23%20GMT	https://www.autel.com/c/www/legal/3112.jhtml	/tmp/autelsite/www.autel.com/c/www/legal/3112.html	(from https://www.autel.com/)
21:42:23	1150/1150	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Sep%202019%2006:36:35%20GMT	https://www.autel.com/r/cms/www/default/atImg/footer_email.png	/tmp/autelsite/www.autel.com/r/cms/www/default/atImg/footer_email.png	(from https://www.autel.com/)
21:42:25	4961/4961	---MCZ	200	added ('OK')	image/png	date:Thu,%2026%20Sep%202019%2008:19:48%20GMT	https://www.autel.com/r/cms/www/default/atImg/footer_logo.png	/tmp/autelsite/www.autel.com/r/cms/www/default/atImg/footer_logo.png	(from https://www.autel.com/)
21:42:26	2916/2916	---MCZ	200	added ('OK')	image/png	date:Fri,%2015%20Nov%202019%2004:13:02%20GMT	https://www.autel.com/r/cms/www/default/atImg/Map_Logo.png	/tmp/autelsite/www.autel.com/r/cms/www/default/atImg/Map_Logo.png	(from https://www.autel.com/)
21:42:27	26864/26864	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Dec%202020%2019:42:27%20GMT	https://www.autel.com/search.htm?keyword=	/tmp/autelsite/www.autel.com/search4176.html	(from https://www.autel.com/)
21:42:28	12998/12998	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2023%20Oct%202019%2011:05:29%20GMT	https://www.autel.com/r/cms/www/default/js/front.js	/tmp/autelsite/www.autel.com/r/cms/www/default/js/front.js	(from https://www.autel.com/)
21:42:28	85184/85184	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2001%20Nov%202019%2006:31:58%20GMT	https://www.autel.com/r/cms/www/default/autel/font/Helvetica.eot	/tmp/autelsite/www.autel.com/r/cms/www/default/autel/font/Helvetica.eot	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
21:42:29	85184/85184	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2001%20Nov%202019%2006:31:58%20GMT	https://www.autel.com/r/cms/www/default/autel/font/Helvetica.eot?	/tmp/autelsite/www.autel.com/r/cms/www/default/autel/font/Helveticad41d.eot	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
21:42:30	41604/41604	---M--	200	added ('OK')	font/woff	date:Fri,%2001%20Nov%202019%2006:31:58%20GMT	https://www.autel.com/r/cms/www/default/autel/font/Helvetica.woff	/tmp/autelsite/www.autel.com/r/cms/www/default/autel/font/Helvetica.woff	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
21:42:31	83644/83644	---M--	200	added ('OK')	font/ttf	date:Fri,%2001%20Nov%202019%2006:31:58%20GMT	https://www.autel.com/r/cms/www/default/autel/font/Helvetica.ttf	/tmp/autelsite/www.autel.com/r/cms/www/default/autel/font/Helvetica.ttf	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
21:42:32	107591/107591	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2001%20Nov%202019%2006:31:58%20GMT	https://www.autel.com/r/cms/www/default/autel/font/Helvetica.svg	/tmp/autelsite/www.autel.com/r/cms/www/default/autel/font/Helvetica.svg	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
21:42:33	84192/84192	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2001%20Nov%202019%2006:31:58%20GMT	https://www.autel.com/r/cms/www/default/autel/font/HelveticaBold.eot	/tmp/autelsite/www.autel.com/r/cms/www/default/autel/font/HelveticaBold.eot	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
21:42:34	84192/84192	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2001%20Nov%202019%2006:31:58%20GMT	https://www.autel.com/r/cms/www/default/autel/font/HelveticaBold.eot?	/tmp/autelsite/www.autel.com/r/cms/www/default/autel/font/HelveticaBoldd41d.eot	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
21:42:35	41664/41664	---M--	200	added ('OK')	font/woff	date:Fri,%2001%20Nov%202019%2006:31:58%20GMT	https://www.autel.com/r/cms/www/default/autel/font/HelveticaBold.woff	/tmp/autelsite/www.autel.com/r/cms/www/default/autel/font/HelveticaBold.woff	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
21:42:36	83980/83980	---M--	200	added ('OK')	font/ttf	date:Fri,%2001%20Nov%202019%2006:31:58%20GMT	https://www.autel.com/r/cms/www/default/autel/font/HelveticaBold.ttf	/tmp/autelsite/www.autel.com/r/cms/www/default/autel/font/HelveticaBold.ttf	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
21:42:37	107889/107889	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2001%20Nov%202019%2006:31:58%20GMT	https://www.autel.com/r/cms/www/default/autel/font/HelveticaBold.svg	/tmp/autelsite/www.autel.com/r/cms/www/default/autel/font/HelveticaBold.svg	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
21:42:39	17514/17514	---MCZ	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202019%2013:19:41%20GMT	https://www.autel.com/r/cms/www/default/atImg/pdf_logo.png	/tmp/autelsite/www.autel.com/r/cms/www/default/atImg/pdf_logo.png	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
21:42:39	1742/1742	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Oct%202019%2011:51:00%20GMT	https://www.autel.com/r/cms/www/default/atImg/ts_arrow_dwon.png	/tmp/autelsite/www.autel.com/r/cms/www/default/atImg/ts_arrow_dwon.png	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
21:42:40	989/989	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Oct%202019%2008:19:45%20GMT	https://www.autel.com/r/cms/www/default/atImg/earth_icon.png	/tmp/autelsite/www.autel.com/r/cms/www/default/atImg/earth_icon.png	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
21:42:41	396/396	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Oct%202019%2013:21:43%20GMT	https://www.autel.com/r/cms/www/default/atImg/arrow_right_751.png	/tmp/autelsite/www.autel.com/r/cms/www/default/atImg/arrow_right_751.png	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
