date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:02:05	33053/33053	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Feb%202021%2015:02:04%20GMT	https://www.autel.com/c/www/support/3105.jhtml	/home/yuri/Desktop/autel/www.autel.com/c/www/support/3105.html	(from https://www.autel.com/)
17:02:05	1808/1808	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Oct%202019%2011:31:32%20GMT	https://www.autel.com/u/cms/www/201910/21051055fyrg.png	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/201910/21051055fyrg.png	(from https://www.autel.com/)
17:02:07	45746/45746	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Feb%202021%2015:02:06%20GMT	https://www.autel.com/vehicle-coverage/coverage2	/home/yuri/Desktop/autel/www.autel.com/vehicle-coverage/coverage2.html	(from https://www.autel.com/)
17:02:08	2513/2513	---MCZ	200	added ('OK')	image/png	date:Thu,%2024%20Oct%202019%2011:31:32%20GMT	https://www.autel.com/u/cms/www/201910/210511105k4s.png	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/201910/210511105k4s.png	(from https://www.autel.com/)
17:02:09	34679/34679	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Feb%202021%2015:02:08%20GMT	https://www.autel.com/c/www/about/3092.jhtml	/home/yuri/Desktop/autel/www.autel.com/c/www/about/3092.html	(from https://www.autel.com/)
17:02:09	1729/1729	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Oct%202019%2011:31:32%20GMT	https://www.autel.com/u/cms/www/201910/2105112407fy.png	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/201910/2105112407fy.png	(from https://www.autel.com/)
17:02:11	32701/32701	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Feb%202021%2015:02:10%20GMT	https://www.autel.com/c/www/about/3102.jhtml	/home/yuri/Desktop/autel/www.autel.com/c/www/about/3102.html	(from https://www.autel.com/)
17:02:11	1593/1593	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Oct%202019%2011:31:32%20GMT	https://www.autel.com/u/cms/www/201910/21051139s4f1.png	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/201910/21051139s4f1.png	(from https://www.autel.com/)
17:02:13	32642/32642	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Feb%202021%2015:02:12%20GMT	https://www.autel.com/c/www/about/3103.jhtml	/home/yuri/Desktop/autel/www.autel.com/c/www/about/3103.html	(from https://www.autel.com/)
17:02:13	1882/1882	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Oct%202019%2011:31:32%20GMT	https://www.autel.com/u/cms/www/201910/210512050yis.png	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/201910/210512050yis.png	(from https://www.autel.com/)
17:02:15	31721/31721	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Feb%202021%2015:02:14%20GMT	https://www.autel.com/c/www/support/3108.jhtml	/home/yuri/Desktop/autel/www.autel.com/c/www/support/3108.html	(from https://www.autel.com/)
17:02:15	77172/77172	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Dec%202020%2021:07:03%20GMT	https://www.autel.com/u/cms/www/202012/232107035qmq.jpg	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/202012/232107035qmq.jpg	(from https://www.autel.com/)
17:02:17	118855/118855	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Dec%202020%2021:06:30%20GMT	https://www.autel.com/u/cms/www/202012/23210630d6z0.jpg	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/202012/23210630d6z0.jpg	(from https://www.autel.com/)
17:02:18	308815/308815	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Nov%202020%2012:05:38%20GMT	https://www.autel.com/u/cms/www/202011/19120538j08v.jpg	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/202011/19120538j08v.jpg	(from https://www.autel.com/)
17:02:19	447450/447450	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Nov%202020%2009:35:03%20GMT	https://www.autel.com/u/cms/www/202011/19093503gbko.jpg	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/202011/19093503gbko.jpg	(from https://www.autel.com/)
17:02:19	57811/57811	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202020%2000:57:41%20GMT	https://www.autel.com/u/cms/www/202009/22005741g0wu.jpg	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/202009/22005741g0wu.jpg	(from https://www.autel.com/)
17:02:20	89539/89539	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Sep%202020%2013:57:20%20GMT	https://www.autel.com/u/cms/www/202009/21135720f0gs.jpg	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/202009/21135720f0gs.jpg	(from https://www.autel.com/)
17:02:22	115836/115836	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2010:49:02%20GMT	https://www.autel.com/u/cms/www/202006/20104902y621.jpg	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/202006/20104902y621.jpg	(from https://www.autel.com/)
17:02:22	59939/59939	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Sep%202020%2009:39:48%20GMT	https://www.autel.com/u/cms/www/202006/220156371u36.jpg	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/202006/220156371u36.jpg	(from https://www.autel.com/)
17:02:24	55613/55613	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Feb%202021%2015:02:23%20GMT	https://www.autel.com/c/www/mk3/3525.jhtml	/home/yuri/Desktop/autel/www.autel.com/c/www/mk3/3525.html	(from https://www.autel.com/)
17:02:25	160011/160011	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Jun%202020%2001:57:44%20GMT	https://www.autel.com/u/cms/www/202006/22015744blur.jpg	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/202006/22015744blur.jpg	(from https://www.autel.com/)
17:02:25	90479/90479	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Sep%202020%2009:39:48%20GMT	https://www.autel.com/u/cms/www/202006/20144519sgl9.jpg	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/202006/20144519sgl9.jpg	(from https://www.autel.com/)
17:02:27	59970/59970	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Feb%202021%2015:02:26%20GMT	https://www.autel.com/c/www/mk3/3524.jhtml	/home/yuri/Desktop/autel/www.autel.com/c/www/mk3/3524.html	(from https://www.autel.com/)
17:02:28	133674/133674	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2006:26:02%20GMT	https://www.autel.com/u/cms/www/201911/15062602zdjb.jpg	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/201911/15062602zdjb.jpg	(from https://www.autel.com/)
17:02:28	84366/84366	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Sep%202020%2009:40:07%20GMT	https://www.autel.com/u/cms/www/201911/15062558gq9t.jpg	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/201911/15062558gq9t.jpg	(from https://www.autel.com/)
17:02:29	42997/42997	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Oct%202019%2002:00:54%20GMT	https://www.autel.com/u/cms/www/201910/2902005435zg.jpg	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/201910/2902005435zg.jpg	(from https://www.autel.com/)
17:02:30	47003/47003	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Oct%202019%2002:00:48%20GMT	https://www.autel.com/u/cms/www/201910/29020048nbko.jpg	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/201910/29020048nbko.jpg	(from https://www.autel.com/)
17:02:32	117751/117751	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2006:41:06%20GMT	https://www.autel.com/u/cms/www/201911/150641061mpb.jpg	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/201911/150641061mpb.jpg	(from https://www.autel.com/)
17:02:32	75314/75314	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Sep%202020%2009:40:07%20GMT	https://www.autel.com/u/cms/www/201911/1506410132qd.jpg	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/201911/1506410132qd.jpg	(from https://www.autel.com/)
17:02:34	53695/53695	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Feb%202021%2015:02:33%20GMT	https://www.autel.com/immotool1/3250.jhtml	/home/yuri/Desktop/autel/www.autel.com/immotool1/3250.html	(from https://www.autel.com/)
17:02:34	35572/35572	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Dec%202020%2017:13:16%20GMT	https://www.autel.com/u/cms/www/202012/02171316w3bf.jpg	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/202012/02171316w3bf.jpg	(from https://www.autel.com/)
17:02:36	60103/60103	---MCZ	200	added ('OK')	image/png	date:Wed,%2022%20Jul%202020%2003:05:16%20GMT	https://www.autel.com/u/cms/www/202007/22030516thtw.png	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/202007/22030516thtw.png	(from https://www.autel.com/)
17:02:37	48203/48203	---MCZ	200	added ('OK')	image/png	date:Tue,%2029%20Oct%202019%2009:07:04%20GMT	https://www.autel.com/u/cms/www/201910/29090704yvul.png	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/201910/29090704yvul.png	(from https://www.autel.com/)
17:02:38	77386/77386	---MCZ	200	added ('OK')	image/png	date:Fri,%2001%20Nov%202019%2011:46:19%20GMT	https://www.autel.com/u/cms/www/201911/01114619mhbx.png	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/201911/01114619mhbx.png	(from https://www.autel.com/)
17:02:39	27481/27481	---MCZ	200	added ('OK')	image/png	date:Mon,%2021%20Sep%202020%2009:40:50%20GMT	https://www.autel.com/u/cms/www/201910/16011254itz2.png	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/201910/16011254itz2.png	(from https://www.autel.com/)
17:02:40	168943/168943	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Dec%202020%2019:32:36%20GMT	https://www.autel.com/r/cms/www/default/atImg/autel-homepage-video-thumbnail-ia800.jpg	/home/yuri/Desktop/autel/www.autel.com/r/cms/www/default/atImg/autel-homepage-video-thumbnail-ia800.jpg	(from https://www.autel.com/)
17:02:42	33067/33067	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Feb%202021%2015:02:41%20GMT	https://www.autel.com/c/www/news/3628.jhtml	/home/yuri/Desktop/autel/www.autel.com/c/www/news/3628.html	(from https://www.autel.com/)
17:02:43	23760/23760	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Feb%202021%2020:12:00%20GMT	https://www.autel.com/u/cms/www/202102/18201200cbfv.jpg	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/202102/18201200cbfv.jpg	(from https://www.autel.com/)
17:02:43	32534/32534	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Feb%202021%2015:02:43%20GMT	https://www.autel.com/c/www/news/3625.jhtml	/home/yuri/Desktop/autel/www.autel.com/c/www/news/3625.html	(from https://www.autel.com/)
17:02:44	40064/40064	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Feb%202021%2015:11:03%20GMT	https://www.autel.com/u/cms/www/202102/0515110370qh.jpg	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/202102/0515110370qh.jpg	(from https://www.autel.com/)
17:02:45	26148/26148	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Nov%202020%2022:26:34%20GMT	https://www.autel.com/u/cms/www/202011/13222634okft.jpg	/home/yuri/Desktop/autel/www.autel.com/u/cms/www/202011/13222634okft.jpg	(from https://www.autel.com/)
17:02:47	42604/42604	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Feb%202021%2015:02:46%20GMT	https://www.autel.com/c/www/legal/3113.jhtml	/home/yuri/Desktop/autel/www.autel.com/c/www/legal/3113.html	(from https://www.autel.com/)
17:02:48	44301/44301	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Feb%202021%2015:02:47%20GMT	https://www.autel.com/c/www/legal/3112.jhtml	/home/yuri/Desktop/autel/www.autel.com/c/www/legal/3112.html	(from https://www.autel.com/)
17:02:48	1150/1150	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Sep%202019%2006:36:35%20GMT	https://www.autel.com/r/cms/www/default/atImg/footer_email.png	/home/yuri/Desktop/autel/www.autel.com/r/cms/www/default/atImg/footer_email.png	(from https://www.autel.com/)
17:02:50	4961/4961	---MCZ	200	added ('OK')	image/png	date:Thu,%2026%20Sep%202019%2008:19:48%20GMT	https://www.autel.com/r/cms/www/default/atImg/footer_logo.png	/home/yuri/Desktop/autel/www.autel.com/r/cms/www/default/atImg/footer_logo.png	(from https://www.autel.com/)
17:02:51	2916/2916	---MCZ	200	added ('OK')	image/png	date:Fri,%2015%20Nov%202019%2004:13:02%20GMT	https://www.autel.com/r/cms/www/default/atImg/Map_Logo.png	/home/yuri/Desktop/autel/www.autel.com/r/cms/www/default/atImg/Map_Logo.png	(from https://www.autel.com/)
17:02:52	27052/27052	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Feb%202021%2015:02:51%20GMT	https://www.autel.com/search.htm?keyword=	/home/yuri/Desktop/autel/www.autel.com/search4176.html	(from https://www.autel.com/)
17:02:53	12998/12998	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2023%20Oct%202019%2011:05:29%20GMT	https://www.autel.com/r/cms/www/default/js/front.js	/home/yuri/Desktop/autel/www.autel.com/r/cms/www/default/js/front.js	(from https://www.autel.com/)
17:02:53	85184/85184	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2001%20Nov%202019%2006:31:58%20GMT	https://www.autel.com/r/cms/www/default/autel/font/Helvetica.eot	/home/yuri/Desktop/autel/www.autel.com/r/cms/www/default/autel/font/Helvetica.eot	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
17:02:54	85184/85184	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2001%20Nov%202019%2006:31:58%20GMT	https://www.autel.com/r/cms/www/default/autel/font/Helvetica.eot?	/home/yuri/Desktop/autel/www.autel.com/r/cms/www/default/autel/font/Helveticad41d.eot	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
17:02:55	41604/41604	---M--	200	added ('OK')	font/woff	date:Fri,%2001%20Nov%202019%2006:31:58%20GMT	https://www.autel.com/r/cms/www/default/autel/font/Helvetica.woff	/home/yuri/Desktop/autel/www.autel.com/r/cms/www/default/autel/font/Helvetica.woff	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
17:02:56	83644/83644	---M--	200	added ('OK')	font/ttf	date:Fri,%2001%20Nov%202019%2006:31:58%20GMT	https://www.autel.com/r/cms/www/default/autel/font/Helvetica.ttf	/home/yuri/Desktop/autel/www.autel.com/r/cms/www/default/autel/font/Helvetica.ttf	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
17:02:57	107591/107591	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2001%20Nov%202019%2006:31:58%20GMT	https://www.autel.com/r/cms/www/default/autel/font/Helvetica.svg	/home/yuri/Desktop/autel/www.autel.com/r/cms/www/default/autel/font/Helvetica.svg	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
17:02:58	84192/84192	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2001%20Nov%202019%2006:31:58%20GMT	https://www.autel.com/r/cms/www/default/autel/font/HelveticaBold.eot	/home/yuri/Desktop/autel/www.autel.com/r/cms/www/default/autel/font/HelveticaBold.eot	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
17:02:59	84192/84192	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2001%20Nov%202019%2006:31:58%20GMT	https://www.autel.com/r/cms/www/default/autel/font/HelveticaBold.eot?	/home/yuri/Desktop/autel/www.autel.com/r/cms/www/default/autel/font/HelveticaBoldd41d.eot	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
17:03:00	41664/41664	---M--	200	added ('OK')	font/woff	date:Fri,%2001%20Nov%202019%2006:31:58%20GMT	https://www.autel.com/r/cms/www/default/autel/font/HelveticaBold.woff	/home/yuri/Desktop/autel/www.autel.com/r/cms/www/default/autel/font/HelveticaBold.woff	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
17:03:01	83980/83980	---M--	200	added ('OK')	font/ttf	date:Fri,%2001%20Nov%202019%2006:31:58%20GMT	https://www.autel.com/r/cms/www/default/autel/font/HelveticaBold.ttf	/home/yuri/Desktop/autel/www.autel.com/r/cms/www/default/autel/font/HelveticaBold.ttf	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
17:03:02	107889/107889	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2001%20Nov%202019%2006:31:58%20GMT	https://www.autel.com/r/cms/www/default/autel/font/HelveticaBold.svg	/home/yuri/Desktop/autel/www.autel.com/r/cms/www/default/autel/font/HelveticaBold.svg	(from https://www.autel.com/r/cms/www/default/autel/css/index.css)
